2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
2383632.0,2419716.0,2471187.0,2440705.0,2441048.0,2844461.0,2805347.0,2740086.0,2646063.0,2753779.0
1836425.0,1809051.0,1831307.0,1840615.0,1789863.0,2215077.0,2194763.0,2043472.0,2060904.0,2123002.0
2156687.0,2166619.0,2206337.0,2193001.0,2165089.0,2556823.0,2537641.0,2456678.0,2400123.0,2494854.0
